s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2
Time,"T01","T02","T03","T04","T05","T06","T07","T08","T09","T10","T11","T12","TC01","TC02","TC03","TC04","TC05","TC06","TC07","TC08","TC09","TC10","TC11","TC12","TC01_Wall","TC02_Wall","TC03_Wall","TC04_Wall","TC05_Wall","TC06_Wall","TC07_Wall","TC08_Wall","TC09_Wall","TC10_Wall","Temp_TC01_Wall","Temp_TC02_Wall","Temp_TC03_Wall","Temp_TC04_Wall","Temp_TC05_Wall","Temp_TC06_Wall","Temp_TC07_Wall","Temp_TC08_Wall","Temp_TC09_Wall","Temp_TC10_Wall","GHF1_Wall_CL","GHF2_Wall_CL","GHF3_Wall_CL","GHF4_Wall_CL","GHF5_Wall_CL","GHF6_Wall_CL","GHF1_Wall_R","GHF2_Wall_R","GHF3_Wall_R","GHF4_Wall_R","GHF5_Wall_R","GHF6_Wall_R","HF1","GHF1"
 1.9008415E+001, 7.7150179E+002, 8.7127898E+002, 7.9680074E+002, 6.9402864E+002, 5.2260109E+002, 4.3988765E+002, 3.8494832E+002, 3.3405345E+002, 5.2260109E+002, 4.3988765E+002, 3.8494832E+002, 3.3405345E+002, 6.6975494E+002, 7.7766118E+002, 7.7706641E+002, 7.2591465E+002, 5.9501410E+002, 5.2469716E+002, 4.5851376E+002, 4.0153443E+002, 5.9501410E+002, 5.2469716E+002, 4.5851376E+002, 4.0153443E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 5.3476049E+001, 5.2833990E+001, 4.4803365E+001, 3.9230516E+001, 3.2847013E+001, 2.9782996E+001, 2.6480025E+001, 2.4862193E+001, 2.3103029E+001, 2.2347216E+001, 3.3484341E+000, 3.2495676E+000, 2.3748638E+000, 1.8169273E+000, 1.2181639E+000, 9.3470828E-001, 2.8221978E+000, 2.7196557E+000, 2.0871858E+000, 1.6666791E+000, 1.1728044E+000, 9.2099552E-001, 9.3420911E-001, 9.3094911E-001
 2.0003661E+001, 6.2715582E+002, 7.0152482E+002, 7.4275787E+002, 6.9241755E+002, 4.8822042E+002, 4.0450858E+002, 3.4869345E+002, 3.2468073E+002, 4.8822042E+002, 4.0450858E+002, 3.4869345E+002, 3.2468073E+002, 6.5652483E+002, 7.3742383E+002, 7.2844053E+002, 6.7063606E+002, 5.3773895E+002, 4.7805103E+002, 4.2546170E+002, 3.8065797E+002, 5.3773895E+002, 4.7805103E+002, 4.2546170E+002, 3.8065797E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 5.4568819E+001, 5.3629350E+001, 4.5099702E+001, 3.9560357E+001, 3.3207896E+001, 3.0066334E+001, 2.6641242E+001, 2.4987084E+001, 2.3167605E+001, 2.2359688E+001, 3.6911158E+000, 3.5262090E+000, 2.5123603E+000, 1.9863101E+000, 1.3644549E+000, 1.0236622E+000, 3.1277030E+000, 3.0922202E+000, 2.3448189E+000, 1.8349202E+000, 1.2936507E+000, 9.9774266E-001, 1.0137264E+000, 1.0101716E+000
 2.1000458E+001, 7.2692877E+002, 7.7529600E+002, 7.2540963E+002, 6.7499961E+002, 5.8187356E+002, 5.0864402E+002, 4.3923990E+002, 3.8087577E+002, 5.8187356E+002, 5.0864402E+002, 4.3923990E+002, 3.8087577E+002, 6.4611603E+002, 7.0789654E+002, 7.0744287E+002, 6.7571417E+002, 5.6743198E+002, 4.9672549E+002, 4.3345243E+002, 3.8495280E+002, 5.6743198E+002, 4.9672549E+002, 4.3345243E+002, 3.8495280E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 5.4816195E+001, 5.4086820E+001, 4.5755085E+001, 4.0184825E+001, 3.3644310E+001, 3.0409766E+001, 2.6893094E+001, 2.5191261E+001, 2.3302281E+001, 2.2438957E+001, 3.0802487E+000, 3.0317281E+000, 2.3309496E+000, 1.8394974E+000, 1.2555260E+000, 9.6961308E-001, 2.5517142E+000, 2.4863587E+000, 1.9834969E+000, 1.6388764E+000, 1.1900033E+000, 9.4359035E-001, 9.0112864E-001, 8.9798896E-001
 2.2008652E+001, 7.0808742E+002, 8.2195513E+002, 8.1289224E+002, 7.4699378E+002, 5.9516953E+002, 5.4018024E+002, 4.9419515E+002, 4.4653706E+002, 5.9516953E+002, 5.4018024E+002, 4.9419515E+002, 4.4653706E+002, 6.5426058E+002, 7.1560501E+002, 7.0523698E+002, 6.6559942E+002, 5.6785752E+002, 5.0615079E+002, 4.4774386E+002, 3.9750302E+002, 5.6785752E+002, 5.0615079E+002, 4.4774386E+002, 3.9750302E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 5.5534492E+001, 5.4527968E+001, 4.6153637E+001, 4.0424637E+001, 3.3731884E+001, 3.0474363E+001, 2.6915826E+001, 2.5188574E+001, 2.3286112E+001, 2.2413495E+001, 3.2588872E+000, 3.0515592E+000, 2.3525783E+000, 1.8320758E+000, 1.2052570E+000, 9.1869725E-001, 2.7410888E+000, 2.5716770E+000, 2.0116438E+000, 1.6535719E+000, 1.1503976E+000, 8.9596696E-001, 8.8660710E-001, 8.8353659E-001
 2.3008432E+001, 6.4560730E+002, 7.6378904E+002, 8.0865296E+002, 7.9495492E+002, 7.1142635E+002, 6.5859168E+002, 6.1515096E+002, 5.4622053E+002, 7.1142635E+002, 6.5859168E+002, 6.1515096E+002, 5.4622053E+002, 6.4033924E+002, 7.2274702E+002, 7.3130641E+002, 6.9962922E+002, 6.0144479E+002, 5.4239851E+002, 4.8809404E+002, 4.3305359E+002, 6.0144479E+002, 5.4239851E+002, 4.8809404E+002, 4.3305359E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 5.7385028E+001, 5.6590347E+001, 4.7667492E+001, 4.1540128E+001, 3.4361255E+001, 3.0892191E+001, 2.7133461E+001, 2.5322921E+001, 2.3343684E+001, 2.2439412E+001, 3.7917481E+000, 3.8097985E+000, 2.9369315E+000, 2.2986152E+000, 1.4988329E+000, 1.1139205E+000, 3.0779486E+000, 3.0967672E+000, 2.4650890E+000, 2.0156791E+000, 1.3871524E+000, 1.0664315E+000, 9.1274582E-001, 9.0958013E-001
 2.4010186E+001, 8.0453550E+002, 9.1377371E+002, 9.0415871E+002, 8.4201299E+002, 6.9284047E+002, 6.0478299E+002, 5.3243426E+002, 4.7090138E+002, 6.9284047E+002, 6.0478299E+002, 5.3243426E+002, 4.7090138E+002, 6.8489204E+002, 7.5535679E+002, 7.5504813E+002, 7.2378985E+002, 6.3521292E+002, 5.8096273E+002, 5.3156362E+002, 4.7372339E+002, 6.3521292E+002, 5.8096273E+002, 5.3156362E+002, 4.7372339E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 5.7535729E+001, 5.6670258E+001, 4.7811492E+001, 4.1803428E+001, 3.4723940E+001, 3.1248400E+001, 2.7456895E+001, 2.5656977E+001, 2.3676415E+001, 2.2757375E+001, 3.2887324E+000, 3.1701813E+000, 2.3024679E+000, 1.7962151E+000, 1.2448991E+000, 9.7089237E-001, 2.5789976E+000, 2.5297443E+000, 1.9422788E+000, 1.5739757E+000, 1.1575753E+000, 9.4334894E-001, 9.0039929E-001, 8.9728744E-001
 2.5002271E+001, 9.1796465E+002, 9.3068079E+002, 8.2922892E+002, 7.1104152E+002, 5.5841553E+002, 5.1655735E+002, 4.7898989E+002, 4.4392869E+002, 5.5841553E+002, 5.1655735E+002, 4.7898989E+002, 4.4392869E+002, 7.2372696E+002, 7.9078627E+002, 7.8212267E+002, 7.4329014E+002, 6.4622186E+002, 5.9459815E+002, 5.4375844E+002, 4.9019070E+002, 6.4622186E+002, 5.9459815E+002, 5.4375844E+002, 4.9019070E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 5.8606413E+001, 5.7562700E+001, 4.8306480E+001, 4.2238645E+001, 3.5063084E+001, 3.1455347E+001, 2.7536769E+001, 2.5680906E+001, 2.3660234E+001, 2.2732972E+001, 3.5700694E+000, 3.3830846E+000, 2.4726849E+000, 1.9569548E+000, 1.3355688E+000, 1.0013596E+000, 2.9473395E+000, 2.7852507E+000, 2.0671823E+000, 1.6786846E+000, 1.2325948E+000, 9.7065784E-001, 9.2062278E-001, 9.1746103E-001
 2.6004702E+001, 7.9942822E+002, 7.6673881E+002, 6.9407642E+002, 6.3736814E+002, 4.5989226E+002, 3.8036715E+002, 3.1679231E+002, 2.7308960E+002, 4.5989226E+002, 3.8036715E+002, 3.1679231E+002, 2.7308960E+002, 7.5413276E+002, 7.8465359E+002, 7.5070105E+002, 6.9126971E+002, 5.6092407E+002, 5.0717719E+002, 4.6034206E+002, 4.1688627E+002, 5.6092407E+002, 5.0717719E+002, 4.6034206E+002, 4.1688627E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 5.8723019E+001, 5.7826930E+001, 4.8411275E+001, 4.2159283E+001, 3.4954515E+001, 3.1391224E+001, 2.7511005E+001, 2.5648135E+001, 2.3637775E+001, 2.2721659E+001, 3.1934135E+000, 3.1582285E+000, 2.3314463E+000, 1.7863871E+000, 1.1985818E+000, 9.0971728E-001, 2.5145302E+000, 2.5073188E+000, 1.9662165E+000, 1.5644912E+000, 1.0986423E+000, 8.6064037E-001, 9.4981418E-001, 9.4656860E-001
 2.7006694E+001, 8.1635103E+002, 9.3740643E+002, 9.4045694E+002, 8.5807345E+002, 5.9227832E+002, 4.7651806E+002, 3.9119996E+002, 3.3236408E+002, 5.9227832E+002, 4.7651806E+002, 3.9119996E+002, 3.3236408E+002, 7.4246991E+002, 7.8073069E+002, 7.5414248E+002, 6.9718479E+002, 5.4708658E+002, 4.8088021E+002, 4.2770684E+002, 3.8163265E+002, 5.4708658E+002, 4.8088021E+002, 4.2770684E+002, 3.8163265E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 6.0012324E+001, 5.8896208E+001, 4.9228394E+001, 4.2820669E+001, 3.5359627E+001, 3.1692944E+001, 2.7711098E+001, 2.5812925E+001, 2.3745306E+001, 2.2788459E+001, 3.7187019E+000, 3.5039642E+000, 2.5339486E+000, 1.9511100E+000, 1.2810818E+000, 9.6342296E-001, 3.2229617E+000, 3.0302504E+000, 2.2488334E+000, 1.7731699E+000, 1.2153489E+000, 9.3721694E-001, 9.6327808E-001, 9.5994968E-001
 2.8004115E+001, 8.8059584E+002, 8.4503897E+002, 6.9174525E+002, 5.8259458E+002, 3.9974070E+002, 3.3619128E+002, 3.0267875E+002, 2.8338627E+002, 3.9974070E+002, 3.3619128E+002, 3.0267875E+002, 2.8338627E+002, 7.6605025E+002, 7.9788831E+002, 7.6472290E+002, 7.1022225E+002, 5.5869714E+002, 4.8914457E+002, 4.3365518E+002, 3.8767538E+002, 5.5869714E+002, 4.8914457E+002, 4.3365518E+002, 3.8767538E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 6.0946036E+001, 5.9569273E+001, 4.9396412E+001, 4.2791871E+001, 3.5314578E+001, 3.1650054E+001, 2.7649686E+001, 2.5747684E+001, 2.3676024E+001, 2.2722191E+001, 3.5565107E+000, 3.3313893E+000, 2.3472641E+000, 1.7466253E+000, 1.1678730E+000, 8.8216197E-001, 2.7505077E+000, 2.6131940E+000, 1.9691808E+000, 1.5364107E+000, 1.0696381E+000, 8.4213089E-001, 9.1525138E-001, 9.1211090E-001
 2.9007587E+001, 7.8383372E+002, 8.6834100E+002, 7.9986304E+002, 6.9555253E+002, 5.5425828E+002, 4.9437880E+002, 4.4137806E+002, 3.8964674E+002, 5.5425828E+002, 4.9437880E+002, 4.4137806E+002, 3.8964674E+002, 7.2890381E+002, 7.6909419E+002, 7.2575712E+002, 6.6482427E+002, 5.2181943E+002, 4.5620104E+002, 4.0428984E+002, 3.6136631E+002, 5.2181943E+002, 4.5620104E+002, 4.0428984E+002, 3.6136631E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 6.2055365E+001, 6.0731329E+001, 5.0280047E+001, 4.3527508E+001, 3.5906796E+001, 3.2162821E+001, 2.8047141E+001, 2.6074750E+001, 2.3934841E+001, 2.2920899E+001, 3.7225826E+000, 3.5867555E+000, 2.5842397E+000, 1.9941647E+000, 1.3528051E+000, 1.0500325E+000, 3.0895717E+000, 3.0006346E+000, 2.2475110E+000, 1.8021006E+000, 1.2759178E+000, 1.0063444E+000, 9.6164222E-001, 9.5832015E-001
 3.0001035E+001, 8.4061944E+002, 7.7514868E+002, 6.4519423E+002, 5.3410966E+002, 3.8144535E+002, 3.1818235E+002, 2.5879047E+002, 2.1147211E+002, 3.8144535E+002, 3.1818235E+002, 2.5879047E+002, 2.1147211E+002, 7.5006660E+002, 7.5839202E+002, 6.9487868E+002, 6.2655078E+002, 4.9564700E+002, 4.3487355E+002, 3.8438589E+002, 3.4253109E+002, 4.9564700E+002, 4.3487355E+002, 3.8438589E+002, 3.4253109E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 6.2720492E+001, 6.1019385E+001, 5.0265401E+001, 4.3487295E+001, 3.5852929E+001, 3.2101931E+001, 2.7994806E+001, 2.6027844E+001, 2.3929448E+001, 2.2982385E+001, 3.5964376E+000, 3.2616836E+000, 2.2322129E+000, 1.7066293E+000, 1.1579323E+000, 8.8931795E-001, 2.8632205E+000, 2.6473609E+000, 1.9581493E+000, 1.5804122E+000, 1.1358462E+000, 9.0070122E-001, 9.0337103E-001, 9.0027470E-001
 3.1007260E+001, 6.1187823E+002, 7.8029359E+002, 8.8392439E+002, 9.0262133E+002, 7.2052846E+002, 6.1406315E+002, 5.2091901E+002, 4.5154587E+002, 7.2052846E+002, 6.1406315E+002, 5.2091901E+002, 4.5154587E+002, 7.0378436E+002, 7.3206843E+002, 7.0368782E+002, 6.5306067E+002, 5.1793545E+002, 4.5355866E+002, 3.9896026E+002, 3.5526357E+002, 5.1793545E+002, 4.5355866E+002, 3.9896026E+002, 3.5526357E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 6.2424783E+001, 6.1053247E+001, 5.0633951E+001, 4.3916826E+001, 3.6127084E+001, 3.2348275E+001, 2.8204291E+001, 2.6207919E+001, 2.4053641E+001, 2.3067056E+001, 3.1318888E+000, 3.1505211E+000, 2.4141223E+000, 1.8911447E+000, 1.2417535E+000, 9.5926543E-001, 2.6015328E+000, 2.5688498E+000, 2.0406439E+000, 1.6744358E+000, 1.1614873E+000, 9.0921052E-001, 9.0994639E-001, 9.0677588E-001
 3.2006781E+001, 7.4953237E+002, 7.6474254E+002, 7.2085643E+002, 6.6410923E+002, 5.7532088E+002, 5.0616776E+002, 4.3298001E+002, 3.5771968E+002, 5.7532088E+002, 5.0616776E+002, 4.3298001E+002, 3.5771968E+002, 6.5764069E+002, 7.2261921E+002, 7.4025711E+002, 7.2810631E+002, 6.0664730E+002, 5.2564876E+002, 4.5205784E+002, 3.9063114E+002, 6.0664730E+002, 5.2564876E+002, 4.5205784E+002, 3.9063114E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 6.3530639E+001, 6.2303881E+001, 5.1874821E+001, 4.4999183E+001, 3.6809203E+001, 3.2843458E+001, 2.8528700E+001, 2.6457559E+001, 2.4213199E+001, 2.3193399E+001, 3.6179715E+000, 3.4762970E+000, 2.6627609E+000, 2.1341495E+000, 1.4253058E+000, 1.0915430E+000, 2.9071718E+000, 2.8269957E+000, 2.2180388E+000, 1.8335429E+000, 1.3190784E+000, 1.0474529E+000, 1.0029499E+000, 9.9947414E-001
 3.3005534E+001, 7.2372194E+002, 7.8982543E+002, 7.4869171E+002, 6.8857611E+002, 5.3503410E+002, 4.7938907E+002, 4.3025314E+002, 3.8910182E+002, 5.3503410E+002, 4.7938907E+002, 4.3025314E+002, 3.8910182E+002, 6.7256362E+002, 7.1590182E+002, 7.0309233E+002, 6.6820091E+002, 5.5441367E+002, 4.9004018E+002, 4.2748110E+002, 3.7242334E+002, 5.5441367E+002, 4.9004018E+002, 4.2748110E+002, 3.7242334E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 6.3653476E+001, 6.2170303E+001, 5.1537377E+001, 4.4718280E+001, 3.6704442E+001, 3.2775470E+001, 2.8483637E+001, 2.6409313E+001, 2.4180738E+001, 2.3235010E+001, 3.2201932E+000, 3.1046194E+000, 2.2980492E+000, 1.8162763E+000, 1.2422866E+000, 9.5233896E-001, 2.6075941E+000, 2.5614159E+000, 1.9939447E+000, 1.6155621E+000, 1.1590924E+000, 9.1084641E-001, 9.5990229E-001, 9.5657914E-001
 3.4003847E+001, 6.8646416E+002, 7.4731323E+002, 6.5335094E+002, 5.4745653E+002, 4.5413736E+002, 4.2434453E+002, 3.9310203E+002, 3.6705030E+002, 4.5413736E+002, 4.2434453E+002, 3.9310203E+002, 3.6705030E+002, 6.6391350E+002, 7.0119936E+002, 6.7723062E+002, 6.4107925E+002, 5.4905430E+002, 4.9698639E+002, 4.4472774E+002, 3.9734099E+002, 5.4905430E+002, 4.9698639E+002, 4.4472774E+002, 3.9734099E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 6.3929876E+001, 6.2314544E+001, 5.1771199E+001, 4.5078141E+001, 3.6998517E+001, 3.2962633E+001, 2.8590101E+001, 2.6508409E+001, 2.4299242E+001, 2.3380965E+001, 3.2616202E+000, 3.0052627E+000, 2.3065695E+000, 1.9170341E+000, 1.3012679E+000, 9.6773670E-001, 2.9925195E+000, 2.7870498E+000, 2.1142678E+000, 1.7911570E+000, 1.2918185E+000, 9.8286397E-001, 9.2409397E-001, 9.2093212E-001
 3.5000228E+001, 6.2476609E+002, 6.7284528E+002, 6.5021601E+002, 5.7744656E+002, 3.6659799E+002, 2.8994824E+002, 2.4084584E+002, 2.0693183E+002, 3.6659799E+002, 2.8994824E+002, 2.4084584E+002, 2.0693183E+002, 6.3722371E+002, 7.0217160E+002, 6.9320717E+002, 6.4598185E+002, 5.1861974E+002, 4.6431226E+002, 4.1615941E+002, 3.7455143E+002, 5.1861974E+002, 4.6431226E+002, 4.1615941E+002, 3.7455143E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 6.3988329E+001, 6.2425638E+001, 5.1762935E+001, 4.5100642E+001, 3.7116418E+001, 3.3089548E+001, 2.8707501E+001, 2.6599940E+001, 2.4316947E+001, 2.3323188E+001, 3.0854843E+000, 2.9809736E+000, 2.1488238E+000, 1.7078096E+000, 1.2092991E+000, 9.4523637E-001, 2.7260791E+000, 2.6662728E+000, 2.0160756E+000, 1.6141735E+000, 1.1847037E+000, 9.4693679E-001, 8.9941932E-001, 8.9634918E-001
 3.6008013E+001, 7.8747439E+002, 8.9574725E+002, 8.4517369E+002, 7.3557701E+002, 4.7051452E+002, 3.7689975E+002, 3.1521836E+002, 2.7785241E+002, 4.7051452E+002, 3.7689975E+002, 3.1521836E+002, 2.7785241E+002, 6.4714380E+002, 7.2164450E+002, 7.0560709E+002, 6.5206223E+002, 4.9759238E+002, 4.3177309E+002, 3.7918273E+002, 3.3770966E+002, 4.9759238E+002, 4.3177309E+002, 3.7918273E+002, 3.3770966E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 6.5833032E+001, 6.4381063E+001, 5.2999949E+001, 4.5938698E+001, 3.7632606E+001, 3.3468529E+001, 2.8914729E+001, 2.6731180E+001, 2.4384412E+001, 2.3357407E+001, 3.9219457E+000, 3.7770583E+000, 2.6365595E+000, 2.0121969E+000, 1.3581611E+000, 1.0308103E+000, 3.2565631E+000, 3.1850186E+000, 2.3537215E+000, 1.8332371E+000, 1.2663712E+000, 9.8435869E-001, 9.4756690E-001, 9.4436009E-001
 3.7008769E+001, 7.1961554E+002, 8.4095148E+002, 7.8081962E+002, 6.8022850E+002, 4.4166480E+002, 3.7425791E+002, 3.1083078E+002, 2.6350370E+002, 4.4166480E+002, 3.7425791E+002, 3.1083078E+002, 2.6350370E+002, 6.9469913E+002, 7.5221261E+002, 7.1325332E+002, 6.4591319E+002, 4.7230213E+002, 4.0418652E+002, 3.4904944E+002, 3.0761515E+002, 4.7230213E+002, 4.0418652E+002, 3.4904944E+002, 3.0761515E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 6.6409337E+001, 6.4757332E+001, 5.3227090E+001, 4.5911204E+001, 3.7527028E+001, 3.3401438E+001, 2.8886403E+001, 2.6712049E+001, 2.4405327E+001, 2.3536111E+001, 3.6451062E+000, 3.5611628E+000, 2.5838786E+000, 1.9094593E+000, 1.2473873E+000, 9.4682172E-001, 3.1874305E+000, 3.1565560E+000, 2.3972087E+000, 1.8167431E+000, 1.1968505E+000, 9.2650531E-001, 9.1097451E-001, 9.0791033E-001
 3.8007289E+001, 7.2463679E+002, 8.2747767E+002, 8.2314230E+002, 7.6804856E+002, 5.1603158E+002, 3.9484310E+002, 3.1761512E+002, 2.6831562E+002, 5.1603158E+002, 3.9484310E+002, 3.1761512E+002, 2.6831562E+002, 6.6312388E+002, 7.5491083E+002, 7.4720232E+002, 6.8803256E+002, 4.8874715E+002, 4.1183703E+002, 3.5437029E+002, 3.1203952E+002, 4.8874715E+002, 4.1183703E+002, 3.5437029E+002, 3.1203952E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 6.7917184E+001, 6.6417466E+001, 5.4618043E+001, 4.6945851E+001, 3.8140879E+001, 3.3860419E+001, 2.9258213E+001, 2.7076565E+001, 2.4771366E+001, 2.3905254E+001, 3.8712296E+000, 3.7584595E+000, 2.8357091E+000, 2.1631345E+000, 1.4150404E+000, 1.0851573E+000, 3.3800196E+000, 3.2997209E+000, 2.5223001E+000, 2.0031486E+000, 1.3558522E+000, 1.0545648E+000, 9.3431176E-001, 9.3115625E-001
 3.9006848E+001, 6.9913970E+002, 6.9409998E+002, 6.5168664E+002, 5.8929167E+002, 4.4657797E+002, 3.8687922E+002, 3.4248874E+002, 3.0669804E+002, 4.4657797E+002, 3.8687922E+002, 3.4248874E+002, 3.0669804E+002, 6.7473271E+002, 7.3016849E+002, 7.1010314E+002, 6.5445507E+002, 4.8661204E+002, 4.1527084E+002, 3.6117957E+002, 3.2041688E+002, 4.8661204E+002, 4.1527084E+002, 3.6117957E+002, 3.2041688E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 6.7133610E+001, 6.5483335E+001, 5.4072841E+001, 4.6619267E+001, 3.8011943E+001, 3.3823975E+001, 2.9263185E+001, 2.7103471E+001, 2.4860015E+001, 2.4070046E+001, 2.9325819E+000, 2.7669570E+000, 2.1019036E+000, 1.6405435E+000, 1.1238779E+000, 8.9623994E-001, 2.3894549E+000, 2.3014893E+000, 1.8492066E+000, 1.5095959E+000, 1.0726979E+000, 8.6766597E-001, 9.1174776E-001, 9.0868716E-001
 4.0011794E+001, 8.0524629E+002, 7.4423289E+002, 7.0819520E+002, 7.2783645E+002, 6.5707776E+002, 5.9670905E+002, 5.3978099E+002, 4.8108639E+002, 6.5707776E+002, 5.9670905E+002, 5.3978099E+002, 4.8108639E+002, 6.7629181E+002, 7.2977409E+002, 7.3229103E+002, 7.1310356E+002, 5.8037086E+002, 5.0635868E+002, 4.4158248E+002, 3.8652224E+002, 5.8037086E+002, 5.0635868E+002, 4.4158248E+002, 3.8652224E+002, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 6.8229200E+001, 6.7255958E+001, 5.5921627E+001, 4.8022596E+001, 3.8892872E+001, 3.4485088E+001, 2.9640154E+001, 2.7311840E+001, 2.4881426E+001, 2.3929398E+001, 3.7261558E+000, 3.8451009E+000, 3.0582662E+000, 2.3536999E+000, 1.5478319E+000, 1.1797015E+000, 3.0093287E+000, 3.0920481E+000, 2.6185925E+000, 2.1489153E+000, 1.5091872E+000, 1.1895720E+000, 9.6672738E-001, 9.6345502E-001
